% Model,gmshNewMeshX10Dif.mph
% Version,COMSOL 5.5.0.359
% Date,"Aug 12 2024, 20:25"
% Dimension,3
% Nodes,1730
% Expressions,1
% Description,Dependent variable
% Length unit,m
% x,y,z,Tcell (kg/m^3) @ t=0
0.069305,0.1,0.084182,0
0.058853,0.1,0.1,0
0.085202,0.1,0.08507,0
0.1,0.08507,0.085202,0
0.08507,0.085202,0.1,0
0.1,0.1,0.07923,0
0.1,0.07923,0.1,0
0.07923,0.1,0.1,0
0.1,0.1,0.1,0
0.003131,0.001786,0.001477,0
0.003517,0.001268,0.00175,0
0.001484,0.002928,0.001875,0
0.00195,0.002011,0.002688,0
0.001453,0.003916,0.001527,0
0.00131,0.002342,0.0031,0
0.002428,0.002526,0.002097,0
0.002005,0.002499,0.003866,0
0.004055,0.001936,0.002015,0
0.003351,0.002546,0.00197,0
0.003321,0.002323,0.002958,0
0.002069,0.003385,0.0027,0
0.002994,0.003583,0.002119,0
0.003055,0.003089,0.004869,0
0.003217,0.005479,0.003364,0
0.006585,0.002658,0.002708,0
0.002773,0.007022,0.002817,0
0.003916,0.004072,0.004004,0
0.006002,0.004424,0.003747,0
0.003456,0.004285,0.005917,0
0.002817,0.002773,0.007022,0
0.004317,0.007244,0.004485,0
0.008459,0.00455,0.004515,0
0.005413,0.005724,0.005952,0
0.004566,0.00455,0.008562,0
0.005529,0.009177,0.005557,0
0.008492,0.006919,0.007075,0
0.014066,0.005769,0.005865,0
0.006729,0.006657,0.009814,0
0.005762,0.005863,0.014189,0
0.009493,0.009493,0.009493,0
0.01124,0.012705,0.00688,0
0.014385,0.008729,0.009835,0
0.007048,0.016021,0.007038,0
0.009296,0.009153,0.014307,0
0.011493,0.014964,0.010922,0
0.015823,0.019915,0.009731,0
0.023143,0.009955,0.009974,0
0.009974,0.023143,0.009955,0
0.008173,0.014914,0.015917,0
0.012755,0.011934,0.018271,0
0.009955,0.009974,0.023143,0
0.017071,0.017071,0.017071,0
0.014783,0.02515,0.0163,0
0.02445,0.015601,0.015145,0
0.014112,0.021078,0.022333,0
0.016343,0.014887,0.025366,0
0.020149,0.032611,0.017782,0
0.02371,0.02337,0.023816,0
0.037544,0.021791,0.023883,0
0.017787,0.020675,0.035577,0
0.027637,0.02037,0.032787,0
0.038632,0.024476,0.0356,0
0.023853,0.039124,0.023844,0
0.031592,0.030955,0.021915,0
0.026378,0.030839,0.034551,0
0.047486,0.02093,0.043082,0
0.050815,0.02846,0.029504,0
0.028321,0.02818,0.050032,0
0.046511,0.048921,0.023964,0
0.043038,0.033926,0.050938,0
0.030213,0.031638,0.06411,0
0.038356,0.036534,0.036049,0
0.02286,0.049995,0.044318,0
0.032275,0.050655,0.031277,0
0.05799,0.034373,0.045747,0
0.066722,0.030484,0.030746,0
0.061207,0.047586,0.035107,0
0.030528,0.068428,0.032493,0
0.049991,0.061687,0.036248,0
0.065593,0.030328,0.067097,0
0.052168,0.041128,0.063844,0
0.033886,0.051337,0.058191,0
0.048562,0.048562,0.048562,0
0.036028,0.059143,0.044351,0
0.067097,0.065593,0.030328,0
0.061725,0.060752,0.049847,0
0.030328,0.067097,0.065593,0
0.04986,0.060979,0.063361,0
0.067571,0.067571,0.067571,0
